item_code,item_name,description,brand,item_group,stock_uom,uom_conversions,barcode,manufacturer_part_no,disabled,available_qty,list_price
ACM-SAFE0798,Vermont Safety Helmet Red Standard,"Safety Helmet Red, grade: Standard. Brand Vermont. Sold per Nos.",Vermont,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,VER180235,0,0,362.64
ACM-GIWI0113,Kanto GI Wire #16 Soft,"GI Wire #16, grade: Soft. Brand Kanto. Sold per Kg.",Kanto,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",973826521309,KAN819458,0,0,407.28
ACM-PVCP0347,Kanto PVC Pipe 25mm Class E,"PVC Pipe 25mm, grade: Class E. Brand Kanto. Sold per Length.",Kanto,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",939376174691,,0,3,476.74
ACM-CABL1050,Vermont Cable Tie 300mm Black,"Cable Tie 300mm, colour: Black. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",963387492526,VER147303,0,900,433.87
ACM-HEXB0628,Remax Hex Bolt M8x50 Stainless 316,"Hex Bolt M8x50, finish: Stainless 316. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,900,301.81
ACM-PVCP0447,Hitex PVC Pipe 32mm Class E,"PVC Pipe 32mm, grade: Class E. Brand Hitex. Sold per Length.",Hitex,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,HIT969013,0,0,1.84
ACM-MASK0931,Remax Masking Tape 48mm General,"Masking Tape 48mm, grade: General. Brand Remax. Sold per Roll.",Remax,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,REM252754,0,40,248.46
ACM-BALL0334,"Tolsen Ball Valve 3/4"" PVC","Ball Valve 3/4"", material: PVC. Brand Tolsen. Sold per Nos.",Tolsen,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",924056522315,TOL240998,0,150,314.51
ACM-BALL0946,"Bosco Ball Valve 2"" SS304","Ball Valve 2"", material: SS304. Brand Bosco. Sold per Nos.",Bosco,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",913683658938,BOS186156,0,3,247.85
ACM-PVCP1054,Stallion PVC Pipe 20mm Class C,"PVC Pipe 20mm, grade: Class C. Brand Stallion. Sold per Length.",Stallion,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,,0,0,114.01
ACM-SAFE1043,Stallion Safety Helmet Red Ratchet,"Safety Helmet Red, grade: Ratchet. Brand Stallion. Sold per Nos.",Stallion,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",992754106846,,0,150,12.89
ACM-HEXB0675B,Tolsen Hex Bolt M8x50 HDG (Bulk),"Hex Bolt M8x50, finish: HDG. Brand Tolsen. Sold per Pcs.",Tolsen,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":144.0}]",927625166455,,0,0,256.69
ACM-SAFE0024,Hitex Safety Helmet Yellow Ratchet,"Safety Helmet Yellow, grade: Ratchet. Brand Hitex. Sold per Nos.",Hitex,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",930364718553,,0,40,198.63
ACM-HEXB0882,Tolsen Hex Bolt M10x75 Zinc Plated,"Hex Bolt M10x75, finish: Zinc Plated. Brand Tolsen. Sold per Pcs.",Tolsen,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",961361408957,,0,40,13.36
ACM-HEXB0462,Remax Hex Bolt M6x30 Stainless 316,"Hex Bolt M6x30, finish: Stainless 316. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",903109384188,,0,3,296.73
ACM-ANGL0118,"Stallion Angle Grinder Disc 4.5"" Flap","Angle Grinder Disc 4.5"", grade: Flap. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",989839722190,,0,0,161.4
ACM-SELF0918,"Hitex Self Drilling Screw #10 x 1-1/2"" Stainless 410","Self Drilling Screw #10 x 1-1/2"", finish: Stainless 410. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",937071540658,HIT256244,0,40,94.69
ACM-HOSE0693,Bosco Hose Clip 25-38mm SS304,"Hose Clip 25-38mm, material: SS304. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,BOS792080,0,900,461.66
ACM-PVCP0025,Bosco PVC Pipe 25mm Class D,"PVC Pipe 25mm, grade: Class D. Brand Bosco. Sold per Length.",Bosco,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",977256362131,,0,40,391.36
ACM-SAFE0388,Stallion Safety Helmet Red Standard,"Safety Helmet Red, grade: Standard. Brand Stallion. Sold per Nos.",Stallion,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",952201692157,STA454830,0,3,261.61
ACM-HEXB0762,Bosco Hex Bolt M12x60 Stainless 304,"Hex Bolt M12x60, finish: Stainless 304. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,BOS753585,0,0,338.4
ACM-SELF0868,"Remax Self Drilling Screw #8 x 3/4"" Stainless 410","Self Drilling Screw #8 x 3/4"", finish: Stainless 410. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,0,424.57
ACM-GIWI0742,Vermont GI Wire #14 Hard Drawn,"GI Wire #14, grade: Hard Drawn. Brand Vermont. Sold per Kg.",Vermont,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,0,94.18
ACM-HEXB0458,Remax Hex Bolt M10x50 HDG,"Hex Bolt M10x50, finish: HDG. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,REM111757,0,3,196.63
ACM-GIWI1067,Remax GI Wire #20 Soft,"GI Wire #20, grade: Soft. Brand Remax. Sold per Kg.",Remax,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,40,293.56
ACM-GIWI0226,Hitex GI Wire #14 Soft,"GI Wire #14, grade: Soft. Brand Hitex. Sold per Kg.",Hitex,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",921393839375,,0,0,13.74
ACM-BALL0954,"Vermont Ball Valve 3/4"" SS304","Ball Valve 3/4"", material: SS304. Brand Vermont. Sold per Nos.",Vermont,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,150,421.99
ACM-HEXB0358,Bosco Hex Bolt M10x75 HDG,"Hex Bolt M10x75, finish: HDG. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",906052705405,,0,12,452.16
ACM-SELF0648,"Kanto Self Drilling Screw #12 x 2"" Stainless 410","Self Drilling Screw #12 x 2"", finish: Stainless 410. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",996869335242,,0,12,315.95
ACM-SELF0636,"Vermont Self Drilling Screw #8 x 3/4"" Zinc Plated","Self Drilling Screw #8 x 3/4"", finish: Zinc Plated. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,150,260.5
ACM-SELF0400,"Kanto Self Drilling Screw #8 x 3/4"" Stainless 410","Self Drilling Screw #8 x 3/4"", finish: Stainless 410. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",976000446027,KAN745640,0,0,99.4
ACM-SELF0105,"Stallion Self Drilling Screw #10 x 1-1/2"" Stainless 410","Self Drilling Screw #10 x 1-1/2"", finish: Stainless 410. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",904608243355,,0,40,342.45
ACM-ANGL1027,"Tolsen Angle Grinder Disc 4"" Flap","Angle Grinder Disc 4"", grade: Flap. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,40,172.31
ACM-BALL0741,"Vermont Ball Valve 1"" SS304","Ball Valve 1"", material: SS304. Brand Vermont. Sold per Nos.",Vermont,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,0,450.39
ACM-SELF0263,"Bosco Self Drilling Screw #10 x 1-1/2"" Stainless 410","Self Drilling Screw #10 x 1-1/2"", finish: Stainless 410. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",973678597628,BOS692277,0,40,199.42
ACM-GIWI0841,Stallion GI Wire #20 Hard Drawn,"GI Wire #20, grade: Hard Drawn. Brand Stallion. Sold per Kg.",Stallion,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,STA613666,0,0,390.83
ACM-HEXB0207,Vermont Hex Bolt M10x50 Stainless 316,"Hex Bolt M10x50, finish: Stainless 316. Brand Vermont. Sold per Pcs.",Vermont,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",956695861863,VER102679,0,3,29.46
ACM-HOSE0823,Hitex Hose Clip 19-25mm Zinc,"Hose Clip 19-25mm, material: Zinc. Brand Hitex. Sold per Pcs.",Hitex,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",950089712795,HIT479665,0,0,82.36
ACM-PVCP0301,Bosco PVC Pipe 50mm Class E,"PVC Pipe 50mm, grade: Class E. Brand Bosco. Sold per Length.",Bosco,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,,0,3,378.73
ACM-WALL0730,Vermont Wall Plug 10mm Blue,"Wall Plug 10mm, colour: Blue. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,12,44.69
ACM-WALL0094,Tolsen Wall Plug 6mm Brown,"Wall Plug 6mm, colour: Brown. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",969866951195,TOL265980,0,0,213.12
ACM-HEXB0404,Remax Hex Bolt M6x30 HDG,"Hex Bolt M6x30, finish: HDG. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",934176431216,,0,0,91.09
ACM-BALL0384,"Stallion Ball Valve 1-1/4"" Brass","Ball Valve 1-1/4"", material: Brass. Brand Stallion. Sold per Nos.",Stallion,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,STA407442,0,0,429.21
ACM-SELF0302B,"Remax Self Drilling Screw #10 x 1"" Stainless 410 (Bulk)","Self Drilling Screw #10 x 1"", finish: Stainless 410. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":144.0}]",,REM962345,0,12,428.5
ACM-WALL0809,Tolsen Wall Plug 10mm Red,"Wall Plug 10mm, colour: Red. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",951504323030,TOL421139,0,0,424.72
ACM-ANGL1068,"Bosco Angle Grinder Disc 5"" Flap","Angle Grinder Disc 5"", grade: Flap. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",935945999605,,0,3,169.31
ACM-ANGL0533,"Hitex Angle Grinder Disc 7"" Cutting","Angle Grinder Disc 7"", grade: Cutting. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",989264650662,HIT898575,0,0,232.67
ACM-ANGL0007,"Hitex Angle Grinder Disc 5"" Grinding","Angle Grinder Disc 5"", grade: Grinding. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,0,308.32
ACM-SELF0056,"Stallion Self Drilling Screw #8 x 1"" Stainless 410","Self Drilling Screw #8 x 1"", finish: Stainless 410. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",918385666132,STA070523,0,3,70.06
ACM-BALL0315,"Kanto Ball Valve 2"" Brass","Ball Valve 2"", material: Brass. Brand Kanto. Sold per Nos.",Kanto,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",995058551456,KAN646458,0,3,314.41
ACM-ANGL0020,"Hitex Angle Grinder Disc 7"" Grinding","Angle Grinder Disc 7"", grade: Grinding. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",955761504947,,0,3,120.63
ACM-NITR0617,Hitex Nitrile Glove L Blue,"Nitrile Glove L, colour: Blue. Brand Hitex. Sold per Box.",Hitex,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",,,0,0,427.52
ACM-HOSE0546,Vermont Hose Clip 13-19mm SS304,"Hose Clip 13-19mm, material: SS304. Brand Vermont. Sold per Pcs.",Vermont,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,VER774444,0,12,166.64
ACM-CABL0423,Tolsen Cable Tie 370mm Natural,"Cable Tie 370mm, colour: Natural. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,TOL574104,0,900,73.99
ACM-HOSE0980B,Bosco Hose Clip 19-25mm Zinc (Bulk),"Hose Clip 19-25mm, material: Zinc. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":144.0}]",933089749184,BOS785915,0,3,297.05
ACM-HEXB0634,Remax Hex Bolt M8x30 HDG,"Hex Bolt M8x30, finish: HDG. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,REM070708,0,0,335.54
ACM-GIWI0627,Remax GI Wire #16 Hard Drawn,"GI Wire #16, grade: Hard Drawn. Brand Remax. Sold per Kg.",Remax,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",978266290575,REM656523,0,0,238.21
ACM-HOSE0243,Tolsen Hose Clip 13-19mm SS304,"Hose Clip 13-19mm, material: SS304. Brand Tolsen. Sold per Pcs.",Tolsen,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,12,319.18
ACM-CABL0390,Bosco Cable Tie 450mm Natural,"Cable Tie 450mm, colour: Natural. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",952050210937,BOS415784,0,900,277.24
ACM-PVCP0220,Vermont PVC Pipe 25mm Class E,"PVC Pipe 25mm, grade: Class E. Brand Vermont. Sold per Length.",Vermont,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",914662912153,VER537238,0,0,397.42
ACM-CABL0422,Vermont Cable Tie 370mm Natural,"Cable Tie 370mm, colour: Natural. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,40,52.45
ACM-HEXB0004,Hitex Hex Bolt M6x50 HDG,"Hex Bolt M6x50, finish: HDG. Brand Hitex. Sold per Pcs.",Hitex,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,40,311.02
ACM-SAFE0988,Hitex Safety Helmet Blue Standard,"Safety Helmet Blue, grade: Standard. Brand Hitex. Sold per Nos.",Hitex,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",924504541467,,0,900,402.56
ACM-PVCP0825,Hitex PVC Pipe 25mm Class C,"PVC Pipe 25mm, grade: Class C. Brand Hitex. Sold per Length.",Hitex,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,,0,3,291.29
ACM-GIWI0567,Kanto GI Wire #20 Soft,"GI Wire #20, grade: Soft. Brand Kanto. Sold per Kg.",Kanto,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",916813393457,,0,3,284.36
ACM-PVCP0727,Kanto PVC Pipe 20mm Class E,"PVC Pipe 20mm, grade: Class E. Brand Kanto. Sold per Length.",Kanto,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",969294192266,,0,150,111.42
ACM-ANGL0033,"Hitex Angle Grinder Disc 4"" Grinding","Angle Grinder Disc 4"", grade: Grinding. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",920144944645,,0,0,232.85
ACM-HEXB0320,Hitex Hex Bolt M8x30 Stainless 316,"Hex Bolt M8x30, finish: Stainless 316. Brand Hitex. Sold per Pcs.",Hitex,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",988090318600,,0,900,463.51
ACM-HEXB0780,Bosco Hex Bolt M6x50 Stainless 304,"Hex Bolt M6x50, finish: Stainless 304. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",980015620720,BOS298837,0,0,350.35
ACM-SAFE0110,Bosco Safety Helmet Blue Ratchet,"Safety Helmet Blue, grade: Ratchet. Brand Bosco. Sold per Nos.",Bosco,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,BOS353734,0,150,227.32
ACM-WALL0186,Stallion Wall Plug 6mm Blue,"Wall Plug 6mm, colour: Blue. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,0,418.49
ACM-HEXB0216,Tolsen Hex Bolt M8x50 Stainless 304,"Hex Bolt M8x50, finish: Stainless 304. Brand Tolsen. Sold per Pcs.",Tolsen,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",928423421146,,0,900,62.51
ACM-CABL0187,Bosco Cable Tie 150mm Natural,"Cable Tie 150mm, colour: Natural. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",979539428286,,0,0,312.79
ACM-HEXB0153,Tolsen Hex Bolt M6x50 HDG,"Hex Bolt M6x50, finish: HDG. Brand Tolsen. Sold per Pcs.",Tolsen,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",976045594292,TOL775051,0,12,427.52
ACM-HEXB0022,Remax Hex Bolt M6x30 Stainless 304,"Hex Bolt M6x30, finish: Stainless 304. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",932353202047,REM274649,0,0,31.24
ACM-PVCP0719,Remax PVC Pipe 20mm Class C,"PVC Pipe 20mm, grade: Class C. Brand Remax. Sold per Length.",Remax,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,REM312997,0,0,49.97
ACM-HEXB0225,Remax Hex Bolt M8x30 Stainless 316,"Hex Bolt M8x30, finish: Stainless 316. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,REM891484,0,40,138.27
ACM-NITR0513,Hitex Nitrile Glove S Black,"Nitrile Glove S, colour: Black. Brand Hitex. Sold per Box.",Hitex,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",,,0,0,457.18
ACM-GIWI0888,Remax GI Wire #18 Soft,"GI Wire #18, grade: Soft. Brand Remax. Sold per Kg.",Remax,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",976127408814,,0,150,27.93
